IMSI,话单数,短信数,语音时长分钟,上网流量MB,上网时长分钟,平均带宽Kbps,对端号码数,流量4G占比,业务线标识,月份数
908240820230065 ,11.25 ,10.00 ,0.48 ,0.01 ,0.40 ,620.42 ,1.50 ,1.00 ,1,4
908240820234235 ,22.00 ,14.00 ,8.37 ,0.65 ,51.41 ,298.45 ,6.00 ,1.00 ,2,2
908240820237497 ,8.00 ,6.33 ,1.88 ,0.11 ,1.19 ,1564.38 ,2.00 ,1.00 ,1,3
908240820239527 ,131.67 ,16.00 ,2.62 ,0.01 ,5277.53 ,0.02 ,1.00 ,1.00 ,1,3
908240820240543 ,22.33 ,5.33 ,13.95 ,0.06 ,2.92 ,185.47 ,6.00 ,1.00 ,2,3
908240820248757 ,30.17 ,6.50 ,3.80 ,69.98 ,799.31 ,1510.15 ,3.60 ,1.00 ,2,6
908240820252697 ,58.00 ,6.50 ,5.68 ,4.20 ,323.78 ,391.52 ,2.00 ,1.00 ,1,2
908240820252979 ,26.83 ,24.83 ,0.60 ,0.36 ,28.91 ,272.93 ,1.00 ,1.00 ,1,6
908240820262017 ,20.50 ,9.17 ,13.79 ,0.07 ,0.45 ,1478.90 ,8.17 ,1.00 ,2,6
908240820268141 ,42.50 ,9.33 ,0.37 ,38.80 ,663.07 ,603.73 ,1.00 ,1.00 ,1,4
908240820279989 ,17.17 ,10.50 ,39.25 ,0.02 ,55.98 ,22.45 ,5.25 ,1.00 ,2,6
908240820281181 ,17.50 ,7.00 ,1.23 ,3.28 ,258.91 ,215.72 ,1.50 ,1.00 ,2,2
908240820288783 ,12.25 ,7.25 ,4.03 ,0.44 ,29.69 ,206.24 ,3.00 ,1.00 ,2,4
908240820298521 ,57.00 ,18.67 ,18.92 ,25.51 ,732.31 ,955.99 ,6.67 ,1.00 ,2,4
908240820303931 ,231.00 ,35.50 ,317.38 ,15.69 ,492.68 ,297.04 ,53.50 ,1.00 ,2,6
908240820305523 ,55.17 ,10.00 ,6.22 ,35.50 ,908.63 ,637.72 ,4.50 ,1.00 ,2,6
908240820306599 ,51.33 ,8.17 ,1.51 ,1.10 ,5140.43 ,3.74 ,1.00 ,1.00 ,1,6
908240820317119 ,17.33 ,6.33 ,12.89 ,0.24 ,19.03 ,222.22 ,6.33 ,1.00 ,2,3
908240820317803 ,12.25 ,4.33 ,0.84 ,0.32 ,611.72 ,9.11 ,1.67 ,1.00 ,2,4
908240820319721 ,9.50 ,6.00 ,0.29 ,24.66 ,37.67 ,11439.30 ,1.50 ,1.00 ,1,4
908240820319843 ,32.67 ,9.83 ,10.79 ,0.04 ,221.83 ,12.89 ,7.67 ,1.00 ,2,6
908240820320519 ,25.50 ,4.00 ,3.30 ,5.16 ,349.65 ,547.38 ,1.00 ,1.00 ,1,4
908240820323781 ,164.00 ,11.33 ,4.44 ,2.24 ,3627.08 ,9.08 ,4.40 ,1.00 ,1,6
908240820323885 ,280.33 ,27.67 ,1.42 ,78.25 ,13987.09 ,96.81 ,1.50 ,0.92 ,1,6
908240820330065 ,229.67 ,29.00 ,382.77 ,394.14 ,6901.47 ,792.28 ,22.00 ,0.99 ,2,3
908240820332515 ,35.00 ,4.00 ,35.00 ,0.00 ,4.05 ,10.53 ,14.00 ,1.00 ,2,1
908240820333279 ,44.00 ,7.67 ,0.97 ,0.00 ,583.92 ,0.09 ,1.00 ,1.00 ,1,3
908240820333525 ,171.17 ,14.17 ,7.04 ,32.22 ,1522.74 ,381.60 ,5.00 ,1.00 ,2,6
908240820334281 ,71.40 ,19.20 ,2.30 ,63.68 ,1997.75 ,1017.18 ,3.25 ,0.95 ,2,5
908240820335619 ,214.67 ,28.17 ,4.30 ,105.29 ,4167.07 ,409.78 ,1.50 ,0.96 ,1,6
908240820349511 ,7.83 ,6.17 ,1.96 ,0.05 ,2.33 ,377.11 ,2.00 ,1.00 ,1,6
908240820372129 ,87.00 ,6.00 ,5.52 ,39.69 ,1885.62 ,367.82 ,2.00 ,1.00 ,1,1
908240820375951 ,73.60 ,6.40 ,0.27 ,0.00 ,1048.04 ,0.51 ,1.00 ,1.00 ,1,5
908240820383837 ,18.80 ,11.60 ,4.78 ,0.14 ,6.43 ,255.74 ,4.00 ,1.00 ,1,5
908240820384193 ,11.00 ,9.00 ,0.27 ,1.51 ,33.08 ,573.98 ,1.00 ,1.00 ,1,3
908240820385503 ,47.33 ,12.67 ,1.52 ,2.23 ,277.12 ,155.47 ,2.00 ,1.00 ,2,6
908240820395361 ,10.00 ,15.00 ,1.22 ,0.47 ,1.61 ,5881.11 ,2.00 ,1.00 ,1,2
908240820395713 ,11.75 ,14.00 ,0.57 ,0.10 ,16.37 ,109.22 ,1.50 ,1.00 ,1,4
908240820397003 ,110.20 ,33.60 ,1.47 ,0.01 ,8240.78 ,0.02 ,1.50 ,1.00 ,1,5
908240820400235 ,159.00 ,17.00 ,0.50 ,0.01 ,1419.68 ,0.11 ,2.00 ,0.11 ,1,1
908240820400255 ,8.00 ,6.75 ,2.42 ,0.01 ,1.60 ,124.32 ,1.00 ,1.00 ,1,4
908240820404935 ,10.75 ,8.50 ,2.23 ,0.02 ,0.68 ,451.73 ,2.00 ,1.00 ,2,4
908240820406799 ,395.33 ,36.67 ,39.62 ,114.25 ,14080.76 ,140.11 ,2.50 ,1.00 ,2,6
908240820410913 ,33.50 ,2.50 ,0.85 ,0.00 ,356.35 ,0.02 ,1.00 ,1.00 ,1,2
908240820412307 ,105.33 ,16.67 ,105.74 ,0.25 ,9.10 ,929.68 ,30.17 ,1.00 ,2,6
908240820413275 ,292.00 ,34.67 ,9.64 ,310.50 ,14369.93 ,651.16 ,4.67 ,1.00 ,1,3
908240820418155 ,7.50 ,5.00 ,0.80 ,0.01 ,1.70 ,79.81 ,3.00 ,1.00 ,1,2
908240820420567 ,8.33 ,7.00 ,2.19 ,0.31 ,6.27 ,872.07 ,1.50 ,1.00 ,1,6
908240820427485 ,224.00 ,47.83 ,0.32 ,0.27 ,5183.95 ,0.91 ,1.25 ,0.92 ,1,6
908240820432229 ,23.33 ,8.50 ,12.13 ,3.82 ,599.13 ,156.82 ,4.00 ,0.34 ,2,6
908240820433433 ,6.00 ,2.67 ,1.68 ,1.37 ,8.35 ,2487.68 ,1.00 ,1.00 ,2,4
908240820436553 ,89.00 ,12.00 ,84.98 ,45.62 ,680.83 ,1502.83 ,22.33 ,0.91 ,2,4
908240820437033 ,10.60 ,7.40 ,0.22 ,1.54 ,229.46 ,256.39 ,1.00 ,1.00 ,1,5
908240820437555 ,6.40 ,5.20 ,0.08 ,0.23 ,6.00 ,725.87 ,1.00 ,1.00 ,1,5
908240820438073 ,21.67 ,6.00 ,20.90 ,0.02 ,2.38 ,108.42 ,11.50 ,1.00 ,2,3
908240820439285 ,66.00 ,9.00 ,2.17 ,59.55 ,620.57 ,1677.02 ,1.00 ,1.00 ,1,1
908240820456035 ,34.83 ,18.50 ,4.44 ,0.59 ,16.95 ,321.21 ,3.40 ,1.00 ,1,6
908240820457677 ,136.33 ,120.67 ,5.54 ,9.32 ,224.58 ,520.91 ,3.00 ,1.00 ,2,6
908240820522029 ,1439.50 ,43.67 ,8.73 ,1630.09 ,27971.73 ,999.94 ,3.20 ,0.98 ,1,6
908240820524227 ,81.00 ,16.00 ,5.35 ,30.75 ,2344.65 ,211.19 ,5.00 ,1.00 ,1,6
908240820525313 ,65.00 ,15.00 ,56.06 ,0.02 ,0.25 ,1256.40 ,16.20 ,1.00 ,2,5
908240820527255 ,88.20 ,7.40 ,3.62 ,69.57 ,1953.34 ,519.86 ,3.00 ,1.00 ,1,5
908240820528403 ,13.83 ,12.17 ,0.63 ,0.07 ,4.63 ,360.87 ,1.00 ,1.00 ,1,6
908240820530797 ,34.33 ,9.50 ,1.73 ,0.28 ,425.94 ,82.74 ,3.00 ,1.00 ,1,6
908240820532001 ,7.00 ,5.00 ,3.20 ,0.03 ,14.68 ,323.32 ,3.00 ,1.00 ,1,4
908240820533447 ,47.75 ,5.75 ,2.41 ,24.67 ,1305.70 ,310.79 ,3.00 ,1.00 ,1,4
908240820533519 ,57.50 ,39.83 ,8.81 ,1.80 ,6.79 ,3387.94 ,11.50 ,1.00 ,2,6
908240820535517 ,2921.50 ,264.00 ,437.45 ,6044.21 ,32779.76 ,3213.46 ,122.17 ,0.98 ,2,6
908240820539667 ,87.17 ,11.40 ,37.89 ,46.02 ,492.21 ,1469.57 ,13.00 ,0.89 ,2,6
908240820544845 ,65.60 ,5.40 ,8.60 ,22.56 ,491.27 ,645.10 ,1.00 ,0.96 ,2,5
908240820546093 ,5.80 ,3.20 ,0.48 ,0.22 ,48.53 ,964.69 ,1.00 ,1.00 ,2,5
908240820549835 ,81.50 ,13.00 ,64.82 ,12.05 ,296.18 ,1242.94 ,17.50 ,1.00 ,2,2
908240820556879 ,48.33 ,13.17 ,0.94 ,15.09 ,1627.18 ,183.19 ,1.67 ,1.00 ,2,6
908240820557241 ,55.50 ,7.67 ,1.74 ,0.00 ,662.07 ,0.08 ,1.00 ,1.00 ,1,4
908240820558067 ,84.80 ,9.75 ,5.50 ,113.41 ,2073.74 ,988.81 ,5.50 ,0.55 ,1,5
908240820560227 ,93.60 ,14.25 ,0.63 ,3.95 ,1181.94 ,4292.78 ,2.00 ,0.56 ,2,5
908240820560639 ,192.50 ,14.50 ,75.47 ,165.92 ,5565.28 ,469.23 ,23.17 ,1.00 ,2,6
908240820561285 ,108.67 ,5.33 ,10.25 ,28.13 ,891.38 ,714.18 ,5.67 ,1.00 ,2,3
908240820561995 ,84.75 ,12.00 ,7.94 ,30.54 ,856.56 ,633.34 ,4.00 ,1.00 ,1,4
908240820566015 ,90.67 ,30.33 ,25.71 ,3.48 ,725.48 ,179.18 ,14.83 ,1.00 ,2,6
908240820566035 ,25.75 ,7.25 ,33.95 ,4.41 ,25.96 ,2381.38 ,5.00 ,1.00 ,2,4
908240820569019 ,7.00 ,7.00 ,2.76 ,0.29 ,3.83 ,1313.75 ,3.00 ,1.00 ,1,5
908240820569301 ,39.67 ,7.83 ,7.04 ,59.03 ,839.54 ,1153.13 ,1.67 ,0.32 ,2,6
908240820570015 ,415.17 ,42.50 ,133.06 ,110.47 ,12614.98 ,150.67 ,39.17 ,0.89 ,2,6
908240820572013 ,28.83 ,19.83 ,1.98 ,4.43 ,22.53 ,3921.85 ,2.33 ,0.68 ,1,6
908240820579113 ,62.50 ,33.50 ,24.36 ,0.77 ,267.45 ,114.52 ,9.00 ,0.80 ,2,6
908240820579731 ,30.80 ,8.80 ,7.17 ,17.57 ,698.51 ,992.60 ,5.50 ,1.00 ,2,5
908240820580345 ,21.20 ,5.00 ,12.29 ,1.20 ,537.98 ,562.87 ,4.00 ,1.00 ,1,5
908240820581923 ,46.50 ,3.00 ,3.94 ,10.78 ,919.66 ,228.60 ,3.33 ,1.00 ,2,4
908240820583879 ,117.33 ,14.00 ,6.48 ,86.63 ,4529.85 ,343.59 ,4.67 ,1.00 ,2,6
908240820584625 ,134.17 ,15.33 ,37.15 ,27.30 ,1863.57 ,226.62 ,13.60 ,1.00 ,2,6
908240820591571 ,22.60 ,13.40 ,1.13 ,0.86 ,86.26 ,298.30 ,1.67 ,1.00 ,1,5
908240820593883 ,62.00 ,12.20 ,1.30 ,25.79 ,1729.14 ,288.40 ,2.67 ,0.83 ,2,5
908240820593895 ,88.00 ,7.00 ,14.02 ,8.69 ,3442.38 ,44.10 ,6.00 ,1.00 ,2,1
908240820598277 ,443.00 ,11.00 ,27.70 ,13.73 ,7426.95 ,34.98 ,14.50 ,1.00 ,2,4
908240820605423 ,79.33 ,20.17 ,27.52 ,15.81 ,870.09 ,380.42 ,17.33 ,0.99 ,2,6
908240820605863 ,143.33 ,17.67 ,0.78 ,66.16 ,3110.72 ,497.07 ,1.00 ,1.00 ,1,6
908240820613007 ,8.40 ,5.80 ,0.55 ,0.29 ,5.29 ,859.91 ,1.00 ,1.00 ,1,5
908240820613421 ,9.50 ,6.00 ,1.58 ,0.19 ,21.52 ,156.92 ,2.00 ,1.00 ,1,2
908240820617005 ,134.67 ,9.00 ,13.65 ,36.24 ,2384.26 ,292.05 ,5.67 ,0.99 ,1,3
908240820617019 ,8.20 ,7.60 ,0.10 ,0.26 ,11.03 ,701.02 ,1.00 ,1.00 ,1,5
908240820618525 ,8.40 ,11.33 ,3.42 ,0.04 ,0.45 ,1693.85 ,1.67 ,1.00 ,1,5
908240820619031 ,59.67 ,12.33 ,8.94 ,9.01 ,627.27 ,159.14 ,4.40 ,0.75 ,1,6
908240820621435 ,18.75 ,8.50 ,1.05 ,0.16 ,472.79 ,704.66 ,1.00 ,0.98 ,1,4
908240820634103 ,190.25 ,14.75 ,35.85 ,296.85 ,4514.13 ,1131.62 ,18.75 ,0.98 ,2,4
908240820643819 ,669.67 ,22.67 ,50.89 ,0.02 ,15285.09 ,0.02 ,11.83 ,1.00 ,2,6
908240820645341 ,85.00 ,14.00 ,10.21 ,86.60 ,1771.07 ,1015.61 ,2.00 ,0.99 ,1,5
908240820646417 ,16.50 ,13.50 ,3.16 ,0.01 ,2.53 ,325.06 ,1.00 ,1.00 ,1,4
908240820657455 ,32.17 ,8.20 ,14.84 ,4.03 ,297.29 ,409.96 ,8.00 ,0.96 ,2,6
908240820659007 ,39.67 ,5.00 ,3.99 ,39.79 ,616.23 ,1350.25 ,3.33 ,1.00 ,1,3
908240820659509 ,91.60 ,14.20 ,1.58 ,68.54 ,2834.33 ,408.71 ,2.67 ,1.00 ,1,5
908240820660163 ,252.50 ,12.50 ,1.56 ,97.15 ,6227.41 ,234.69 ,1.67 ,0.35 ,2,4
908240820662587 ,33.17 ,10.67 ,2.13 ,0.00 ,1883.27 ,0.03 ,1.00 ,0.97 ,1,6
908240820664109 ,17.00 ,10.67 ,0.92 ,1.21 ,43.40 ,508.18 ,2.75 ,1.00 ,1,6
908240820665179 ,100.20 ,5.00 ,1.95 ,5.41 ,120.87 ,1038.19 ,1.75 ,1.00 ,2,5
908240820667335 ,358.50 ,23.00 ,24.04 ,0.01 ,9653.81 ,0.04 ,9.33 ,0.98 ,1,6
908240820667963 ,129.00 ,6.00 ,1.20 ,1.67 ,3518.12 ,8.29 ,3.00 ,1.00 ,1,1
908240820668313 ,341.20 ,8.25 ,29.45 ,207.63 ,3899.79 ,541.16 ,9.00 ,0.64 ,2,5
908240820669257 ,99.67 ,8.00 ,43.49 ,30.87 ,5253.23 ,144.03 ,11.00 ,0.92 ,1,3
908240820673469 ,49.00 ,16.25 ,0.88 ,11.19 ,529.76 ,451.93 ,1.50 ,1.00 ,1,4
908240820679125 ,502.00 ,36.67 ,2.63 ,41.92 ,6218.95 ,157.84 ,3.67 ,0.99 ,1,6
908240820683429 ,113.33 ,10.00 ,5.97 ,0.03 ,2692.20 ,0.24 ,3.50 ,0.61 ,2,3
908240820685903 ,114.60 ,11.50 ,1.55 ,159.70 ,1269.52 ,2469.49 ,2.00 ,0.85 ,1,5
908240820691595 ,9.00 ,7.00 ,1.62 ,0.03 ,0.80 ,632.31 ,2.00 ,1.00 ,1,2
908240820693633 ,272.17 ,44.33 ,2.78 ,24.05 ,3355.17 ,117.47 ,2.00 ,1.00 ,1,6
908240820693869 ,36.67 ,26.33 ,4.08 ,0.91 ,69.60 ,485.35 ,5.40 ,1.00 ,2,6
908240820702659 ,143.00 ,20.00 ,13.55 ,86.98 ,3682.10 ,412.84 ,6.00 ,1.00 ,2,1
908240820704867 ,674.67 ,20.33 ,3.00 ,1157.62 ,7693.42 ,2664.90 ,1.00 ,0.99 ,1,6
908240820713037 ,9.00 ,4.00 ,2.78 ,0.02 ,9.63 ,38.37 ,2.00 ,1.00 ,1,2
908240820713383 ,18.50 ,9.67 ,9.48 ,0.30 ,3.68 ,1421.01 ,4.00 ,1.00 ,2,6
908240820715853 ,17.17 ,7.50 ,5.82 ,2.58 ,19.42 ,2243.23 ,3.00 ,1.00 ,1,6
908240820721057 ,77.00 ,10.67 ,20.91 ,113.48 ,3043.01 ,529.23 ,7.67 ,0.74 ,2,3
908240820721501 ,19.00 ,13.00 ,2.70 ,1.20 ,21.28 ,984.02 ,2.00 ,1.00 ,1,1
908240820723137 ,18.33 ,4.00 ,2.01 ,13.94 ,307.82 ,5832.85 ,2.00 ,0.86 ,1,3
908240820723571 ,25.00 ,13.50 ,16.14 ,0.19 ,4.65 ,711.80 ,6.50 ,1.00 ,2,2
908240820724419 ,84.80 ,6.80 ,43.58 ,71.65 ,1642.86 ,598.09 ,12.00 ,1.00 ,2,5
908240820724843 ,14.33 ,6.50 ,3.04 ,0.40 ,33.98 ,296.99 ,2.33 ,1.00 ,2,6
908240820727031 ,528.50 ,91.25 ,94.67 ,83.16 ,4525.49 ,333.52 ,49.50 ,1.00 ,2,4
908240820728259 ,220.83 ,31.17 ,15.64 ,351.06 ,6642.82 ,1030.46 ,3.40 ,0.99 ,1,6
908240820728437 ,39.50 ,4.00 ,15.35 ,11.57 ,616.08 ,369.87 ,7.00 ,1.00 ,1,2
908240820728975 ,18.00 ,9.00 ,1.23 ,0.07 ,35.92 ,35.15 ,2.00 ,1.00 ,1,1
908240820730759 ,34.25 ,11.00 ,8.68 ,5.81 ,86.05 ,1416.18 ,7.75 ,0.90 ,2,4
908240820732535 ,95.33 ,6.67 ,4.95 ,0.00 ,1001.37 ,0.05 ,3.00 ,1.00 ,1,3
908240820738839 ,75.67 ,5.00 ,7.91 ,60.72 ,1395.03 ,761.39 ,3.33 ,1.00 ,2,3
908240820740467 ,6.60 ,7.25 ,1.62 ,0.18 ,9.13 ,1010.61 ,1.00 ,1.00 ,1,5
908240820741181 ,104.00 ,20.33 ,1.83 ,68.15 ,2519.59 ,482.16 ,2.00 ,1.00 ,1,6
908240820744031 ,136.33 ,7.67 ,0.93 ,0.00 ,1971.94 ,0.05 ,1.00 ,1.00 ,1,3
908240820751467 ,30.00 ,11.00 ,1.25 ,0.91 ,267.56 ,134.93 ,2.00 ,1.00 ,1,2
908240820751983 ,748.00 ,29.83 ,37.32 ,1220.24 ,13606.14 ,1073.77 ,14.00 ,1.00 ,2,6
908240820753055 ,30.00 ,12.00 ,18.02 ,0.00 ,5.72 ,0.30 ,5.00 ,1.00 ,1,1
908240820753967 ,12.67 ,4.00 ,1.12 ,2.23 ,202.35 ,192.65 ,1.33 ,1.00 ,1,3
908240820756873 ,6.00 ,4.33 ,0.30 ,0.43 ,8.51 ,916.82 ,1.00 ,1.00 ,1,3
908240820758837 ,88.33 ,5.00 ,12.98 ,69.95 ,578.86 ,1681.60 ,4.67 ,1.00 ,2,3
908240820762303 ,34.33 ,2.50 ,0.30 ,0.00 ,742.81 ,0.14 ,1.00 ,1.00 ,1,3
908240820768991 ,29.00 ,9.00 ,20.02 ,0.17 ,7.03 ,622.32 ,12.00 ,1.00 ,2,5
908240820775007 ,22.00 ,7.33 ,12.41 ,0.00 ,24.20 ,92.51 ,4.67 ,1.00 ,2,6
908240820776341 ,60.00 ,36.00 ,10.20 ,0.00 ,10.95 ,5.51 ,8.00 ,1.00 ,2,1
908240820776375 ,3.33 ,5.00 ,0.55 ,0.21 ,5.98 ,611.79 ,1.00 ,1.00 ,1,3
908240820784631 ,98.33 ,23.17 ,37.17 ,0.18 ,987.49 ,48.32 ,10.83 ,1.00 ,2,6
908240820787549 ,95.60 ,10.40 ,6.28 ,29.13 ,1991.04 ,430.77 ,2.50 ,0.67 ,1,5
908240820788719 ,101.83 ,12.50 ,14.15 ,13.01 ,1690.57 ,144.83 ,6.50 ,0.91 ,2,6
908240820789435 ,349.40 ,28.80 ,72.50 ,214.58 ,10839.63 ,380.80 ,19.00 ,0.66 ,2,5
908240820790053 ,57.83 ,19.33 ,22.23 ,20.34 ,1006.47 ,373.68 ,9.33 ,1.00 ,2,6
908240820790255 ,145.00 ,10.50 ,20.77 ,112.07 ,2685.30 ,634.77 ,12.00 ,1.00 ,2,2
908240820790747 ,1336.17 ,63.83 ,528.96 ,184.21 ,10230.77 ,324.84 ,61.00 ,1.00 ,2,6
908240820791029 ,576.67 ,75.00 ,427.78 ,224.15 ,5024.43 ,790.73 ,73.17 ,1.00 ,2,6
908240820792521 ,16.33 ,10.67 ,0.57 ,0.39 ,37.64 ,233.65 ,1.00 ,1.00 ,1,3
908240820799127 ,244.00 ,10.00 ,0.48 ,28.64 ,3477.38 ,143.92 ,1.00 ,1.00 ,1,1
908240820801203 ,5.00 ,1.50 ,6.43 ,0.05 ,7.88 ,105.10 ,3.00 ,1.00 ,2,2
908240820801723 ,32.33 ,5.00 ,26.56 ,0.00 ,785.40 ,0.01 ,10.67 ,1.00 ,1,3
908240820802139 ,78.00 ,10.50 ,16.31 ,28.09 ,2708.07 ,289.08 ,6.75 ,0.79 ,2,4
908240820803103 ,113.00 ,17.50 ,2.08 ,79.85 ,2194.52 ,1190.20 ,4.00 ,0.56 ,1,2
908240820803163 ,34.75 ,9.50 ,2.60 ,25.19 ,629.83 ,573.53 ,2.00 ,1.00 ,1,4
908240820804733 ,1230.33 ,32.33 ,5.14 ,394.82 ,28926.80 ,242.14 ,4.17 ,1.00 ,2,6
908240820804833 ,616.83 ,25.67 ,181.89 ,348.93 ,8242.24 ,583.44 ,28.83 ,1.00 ,2,6
908240820813219 ,232.67 ,18.67 ,35.80 ,120.85 ,4567.28 ,363.34 ,7.33 ,0.41 ,2,3
908240820818091 ,26.33 ,8.50 ,15.64 ,0.45 ,10.59 ,372.90 ,9.17 ,1.00 ,2,6
908240820820149 ,103.67 ,90.17 ,9.08 ,0.74 ,61.56 ,225.80 ,3.33 ,1.00 ,2,6
908240820830953 ,73.00 ,12.00 ,0.88 ,0.01 ,1480.85 ,0.08 ,2.00 ,1.00 ,1,1
908240820833225 ,242.80 ,15.20 ,11.03 ,10.90 ,5840.60 ,249.90 ,3.60 ,1.00 ,2,5
908240820833809 ,15.00 ,9.00 ,2.70 ,0.66 ,50.48 ,302.90 ,3.00 ,1.00 ,1,2
908240820834749 ,9.50 ,12.00 ,1.08 ,0.13 ,10.83 ,214.81 ,2.00 ,1.00 ,1,2
908240820837815 ,30.00 ,11.33 ,15.62 ,3.05 ,18.01 ,3330.86 ,9.50 ,1.00 ,1,3
908240820848843 ,3.50 ,4.00 ,0.63 ,0.00 ,0.05 ,92.00 ,1.00 ,1.00 ,1,2
908240820849965 ,7.50 ,6.25 ,1.35 ,0.03 ,3.95 ,77.17 ,1.00 ,1.00 ,1,4
908240820850473 ,13.00 ,4.00 ,15.74 ,0.02 ,0.58 ,736.37 ,6.00 ,1.00 ,2,4
908240820853743 ,34.67 ,4.33 ,35.50 ,4.01 ,186.07 ,854.04 ,11.00 ,1.00 ,2,3
908240820857703 ,79.60 ,8.80 ,0.38 ,3.33 ,434.87 ,246.19 ,1.00 ,1.00 ,1,5
908240820866957 ,186.17 ,19.17 ,1.18 ,108.27 ,3979.44 ,512.43 ,1.00 ,1.00 ,1,6
908240820876355 ,229.80 ,13.50 ,70.69 ,123.59 ,3071.65 ,846.79 ,17.25 ,0.73 ,2,5
908240820876663 ,64.83 ,4.00 ,1.88 ,0.00 ,1259.47 ,0.04 ,2.50 ,1.00 ,1,6
908240820876813 ,398.67 ,23.33 ,59.76 ,82.89 ,10510.82 ,185.97 ,20.83 ,0.92 ,2,6
908240820877817 ,33.67 ,6.40 ,1.73 ,46.34 ,556.73 ,1378.26 ,1.60 ,0.80 ,1,6
908240820881545 ,55.60 ,6.80 ,25.73 ,8.28 ,897.10 ,304.33 ,9.40 ,1.00 ,2,5
908240820885413 ,39.40 ,9.00 ,0.07 ,29.82 ,1125.86 ,418.44 ,1.00 ,0.84 ,1,5
908240820886453 ,19.33 ,14.67 ,3.01 ,0.00 ,153.03 ,0.06 ,2.60 ,1.00 ,1,6
908240820888853 ,18.50 ,4.50 ,24.23 ,0.05 ,8.20 ,107.33 ,7.00 ,1.00 ,2,2
908240820895953 ,349.50 ,12.50 ,10.71 ,135.85 ,2502.60 ,923.42 ,13.00 ,1.00 ,2,2
908240820896505 ,65.40 ,6.00 ,8.38 ,0.37 ,907.10 ,833.62 ,4.40 ,1.00 ,2,5
908240820896699 ,11.00 ,8.00 ,2.08 ,0.23 ,28.08 ,163.33 ,1.50 ,1.00 ,1,3
908240820898345 ,3.67 ,4.00 ,0.98 ,0.03 ,6.55 ,101.92 ,1.00 ,1.00 ,1,3
908240820900333 ,15.67 ,9.60 ,6.98 ,1.07 ,159.43 ,121.76 ,4.40 ,1.00 ,2,6
908240820904073 ,72.20 ,4.80 ,52.73 ,0.00 ,486.53 ,0.08 ,18.33 ,0.68 ,1,5
908240820922679 ,15.00 ,6.60 ,4.18 ,0.01 ,9.92 ,187.29 ,5.50 ,1.00 ,2,5
908240820922801 ,11.00 ,7.67 ,1.76 ,1.76 ,680.48 ,45.23 ,1.00 ,1.00 ,1,3
908240820923093 ,8.50 ,6.25 ,0.72 ,0.00 ,2.25 ,41.59 ,2.00 ,1.00 ,1,4
908240820933433 ,770.50 ,30.83 ,165.10 ,1000.94 ,6228.10 ,1147.38 ,14.33 ,0.98 ,2,6
908240820941571 ,23.00 ,10.00 ,1.61 ,0.00 ,111.89 ,0.12 ,1.00 ,1.00 ,1,4
908240820951897 ,19.25 ,22.33 ,0.80 ,0.05 ,93.69 ,238.05 ,2.50 ,1.00 ,1,4
908240820956411 ,10.33 ,8.00 ,1.45 ,0.22 ,71.41 ,457.25 ,2.00 ,0.50 ,1,3
908240820961355 ,53.00 ,11.00 ,5.85 ,81.57 ,1117.28 ,1153.57 ,2.00 ,1.00 ,1,3
908240820965553 ,121.33 ,8.33 ,8.84 ,0.69 ,2210.62 ,16.75 ,7.50 ,1.00 ,2,3
908240820974217 ,19.17 ,12.50 ,0.77 ,0.39 ,53.78 ,231.83 ,1.67 ,1.00 ,1,6
908240820974679 ,92.67 ,11.00 ,0.60 ,4.92 ,1868.29 ,49.82 ,1.00 ,1.00 ,2,6
908240820975495 ,8.00 ,5.00 ,0.28 ,0.23 ,1.35 ,2914.78 ,1.00 ,1.00 ,2,1
908240820978945 ,59.33 ,15.50 ,3.00 ,35.28 ,2114.14 ,268.42 ,2.50 ,1.00 ,1,3
908240820983581 ,153.00 ,35.50 ,86.53 ,109.67 ,3693.65 ,584.55 ,34.33 ,0.52 ,2,6
908240820992529 ,177.75 ,13.00 ,95.83 ,30.53 ,2110.82 ,306.73 ,27.25 ,1.00 ,2,4
908240820995821 ,12.25 ,8.00 ,2.45 ,0.19 ,165.38 ,408.94 ,2.00 ,0.83 ,1,4
908240820997135 ,16.25 ,5.00 ,2.71 ,0.79 ,194.34 ,149.47 ,4.00 ,0.90 ,2,4
908240820998895 ,20.83 ,9.17 ,0.47 ,0.80 ,26.26 ,611.10 ,1.00 ,1.00 ,1,6
908240821000971 ,11.75 ,4.50 ,1.36 ,0.33 ,46.79 ,91.98 ,1.25 ,1.00 ,2,4
908240821002319 ,104.50 ,35.00 ,5.62 ,63.18 ,4821.55 ,229.01 ,5.00 ,1.00 ,1,2
908240821002643 ,18.00 ,3.00 ,0.56 ,0.02 ,311.70 ,500.56 ,1.00 ,1.00 ,2,5
908240821005815 ,139.20 ,13.80 ,2.28 ,62.24 ,1770.29 ,934.29 ,3.00 ,1.00 ,1,5
908240821007327 ,11.00 ,9.00 ,6.18 ,0.04 ,21.19 ,67.43 ,1.67 ,1.00 ,1,4
908240821013463 ,38.20 ,10.00 ,1.98 ,8.31 ,675.60 ,218.62 ,2.50 ,0.98 ,1,5
908240821014339 ,45.20 ,9.00 ,0.56 ,0.01 ,1833.38 ,0.11 ,1.00 ,0.68 ,1,5
908240821017015 ,93.33 ,23.00 ,150.12 ,0.39 ,10.57 ,339.67 ,25.67 ,1.00 ,2,3
